pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
3216_ID,chr16,2619043,2621937,ENST00000562232.1_3,AC093525.4,lncRNA,0.6442,chr16,2588021,2653189,ENST00000342085.9_4,PDPK1,protein_coding,0.6161,0.231990232
3217_ID,chr16,2604975,2606106,ENST00000569220.1_1,AC093525.5,lncRNA,0.7146,chr16,2588021,2653189,ENST00000342085.9_4,PDPK1,protein_coding,0.6161,0.044090837
3218_ID,chr16,2604060,2606061,ENST00000563449.2_1,AC093525.6,lncRNA,0.6865,chr16,2588021,2653189,ENST00000342085.9_4,PDPK1,protein_coding,0.6161,-0.047008547
3219_ID,chr16,2611471,2615097,ENST00000569852.1_1,AC093525.7,lncRNA,0.7461,chr16,2588021,2653189,ENST00000342085.9_4,PDPK1,protein_coding,0.6161,0.460598742
3220_ID,chr18,46352421,46361141,ENST00000590649.1_3,AC093567.1,lncRNA,0.8693,chr18,46065401,46389588,ENST00000256413.8_5,CTIF,protein_coding,0.7483,0.152409079
3221_ID,chr1,77896998,77903289,ENST00000666710.1_3,AC093575.1,lncRNA,0.8876,chr1,77747703,78025651,ENST00000354567.7_2,AK5,protein_coding,0.965,0.339632283
3222_ID,chr7,151503575,151507906,ENST00000462083.3_2,AC093583.1,lncRNA,0.9688,chr7,151253212,151574200,ENST00000287878.9_7,PRKAG2,protein_coding,0.8454,0.511738922
3223_ID,chr2,241949461,241950161,ENST00000425183.1_3,AC093585.1,lncRNA,0.9691,chr2,241938034,242034983,ENST00000310397.13_4,SNED1,protein_coding,0.834,0.137167168
3224_ID,chr4,139938646,139938733,ENST00000580602.1,AC093602.1,miRNA,NA,chr4,139936934,139967093,ENST00000280614.4_2,NOCT,protein_coding,NA,NA
3225_ID,chr2,115836930,115856669,ENST00000664735.1_3,AC093610.1,lncRNA,0.9388,chr2,115200217,116603356,ENST00000410059.6_4,DPP10,protein_coding,0.8311,0.246263311
3226_ID,chr3,13779557,13779629,ENST00000408341.2,AC093611.1,miRNA,NA,chr3,13692195,13788126,ENST00000438915.1_1,LINC00620,lncRNA,NA,NA
3227_ID,chr3,13759416,13759507,ENST00000584493.1,AC093611.2,miRNA,NA,chr3,13692195,13788126,ENST00000438915.1_1,LINC00620,lncRNA,NA,NA
3228_ID,chr7,5459457,5460398,ENST00000342963.2_1,AC093620.1,lncRNA,0.8909,chr7,5346420,5463177,ENST00000399537.8_3,TNRC18,protein_coding,0.8521,0.774450284
3229_ID,chr7,77037,81178,ENST00000478759.2_2,AC093627.6,lncRNA,0.9028,chr7,70971,95683,ENST00000465755.2_3,AC093627.1,lncRNA,0.9088,0.535310447
3230_ID,chr4,105412032,105412111,ENST00000606234.1,AC093628.1,miRNA,NA,chr4,105412005,105568798,ENST00000664466.1_1,CXXC4-AS1,lncRNA,NA,NA
3231_ID,chr4,105412032,105412111,ENST00000606234.1,AC093628.1,miRNA,NA,chr4,105389464,105416051,ENST00000394767.3_4,CXXC4,protein_coding,NA,NA
3232_ID,chr2,242967333,242968327,ENST00000412193.1_3,AC093642.1,lncRNA,0.9625,chr2,242823516,243020873,ENST00000415434.5_1,LINC01237,lncRNA,0.9144,-0.167444253
3233_ID,chr2,242979866,242983652,ENST00000664151.1_3,AC093642.6,lncRNA,0.9026,chr2,242823516,243020873,ENST00000415434.5_1,LINC01237,lncRNA,0.9144,-0.350321157
3234_ID,chr7,102120526,102120612,ENST00000607525.1,AC093668.3,miRNA,NA,chr7,102120422,102158224,ENST00000465829.6_4,RASA4B,protein_coding,NA,NA
3235_ID,chr2,112818660,112821286,ENST00000666287.1_3,AC093675.2,lncRNA,0.972,chr2,112812845,112876891,ENST00000283206.9_2,TMEM87B,protein_coding,0.8444,0.33796929
3236_ID,chr4,75022227,75024090,ENST00000600169.2_1,AC093677.2,lncRNA,0.767,chr4,74979890,75107927,ENST00000429519.5_1,MTHFD2L,nonsense_mediated_decay,0.9378,0.365588566
3237_ID,chr2,28529929,28533427,ENST00000661521.1_3,AC093690.1,lncRNA,0.755,chr2,28113595,28561768,ENST00000344773.6_1,BABAM2,protein_coding,0.8879,-0.054735895
3238_ID,chr4,159921297,159921442,ENST00000408387.1,AC093700.1,miRNA,NA,chr4,159814695,159959912,ENST00000508011.1_3,C4orf45,processed_transcript,NA,NA
3239_ID,chr7,154742935,154743898,ENST00000608064.1_1,AC093726.1,lncRNA,0.7109,chr7,154735399,154794834,ENST00000404141.6_4,PAXIP1,protein_coding,0.9399,0.057196278
3240_ID,chr7,154748138,154748817,ENST00000609134.1_1,AC093726.2,lncRNA,0.792,chr7,154735399,154794834,ENST00000404141.6_4,PAXIP1,protein_coding,0.9399,-0.29741188
3241_ID,chr2,47262417,47267663,ENST00000422201.1_3,AC093732.1,lncRNA,0.816,chr2,47143295,47301187,ENST00000409245.5_3,TTC7A,protein_coding,0.9515,0.26548881
3242_ID,chr2,47183753,47184027,ENST00000607950.1_1,AC093732.2,lncRNA,0.9292,chr2,47143295,47301187,ENST00000409245.5_3,TTC7A,protein_coding,0.9515,0.174440179
3243_ID,chr4,117675608,117842948,ENST00000658952.1_1,AC093765.2,lncRNA,0.6849,chr4,117672628,117873855,ENST00000654940.1_3,AC093765.3,lncRNA,0.913,0.252809155
3244_ID,chr4,128149673,128273534,ENST00000669239.1_3,AC093772.2,lncRNA,0.8677,chr4,128018252,128391707,ENST00000504050.5_3,AC093772.1,lncRNA,0.9981,0.19778794
3245_ID,chr4,186509062,186515157,ENST00000411847.1_1,AC093797.1,lncRNA,0.8094,chr4,186506597,186877522,ENST00000284776.11_4,SORBS2,protein_coding,0.9536,0.217344298
3246_ID,chr7,97952164,97952742,ENST00000610062.1_1,AC093799.1,lncRNA,0.8536,chr7,97920961,98030402,ENST00000005260.9_4,BAIAP2L1,protein_coding,0.8344,0.270493058
3247_ID,chr4,26639011,26639112,ENST00000580172.1,AC093807.1,miRNA,NA,chr4,26585705,26757845,ENST00000264866.9_2,TBC1D19,protein_coding,NA,NA
3248_ID,chr4,158558838,158588196,ENST00000507296.1_1,AC093817.1,lncRNA,0.7591,chr4,158489882,158745408,ENST00000652341.2_4,AC093817.2,lncRNA,0.806,0.239808092
3249_ID,chr4,186043475,186043576,ENST00000578796.1,AC093824.1,miRNA,NA,chr4,186040137,186048632,ENST00000665695.1_3,AC093824.2,lncRNA,NA,NA
3250_ID,chr2,45395721,45396553,ENST00000442821.1_2,AC093833.1,lncRNA,0.9806,chr2,45391956,45550528,ENST00000658738.1_3,LINC01121,lncRNA,0.9735,0.114465201
3251_ID,chr2,221676337,221718176,ENST00000651076.1_3,AC093843.2,lncRNA,0.7825,chr2,221641537,221720593,ENST00000658049.1_1,AC093843.1,lncRNA,0.9454,0.218498717
3252_ID,chr4,146563487,146571776,ENST00000504555.1_3,AC093864.1,lncRNA,0.8681,chr4,146520212,146576613,ENST00000649704.1_3,MMAA,protein_coding,0.9682,-0.207836713
3253_ID,chr4,18489684,18491131,ENST00000503815.1_3,AC093871.1,lncRNA,0.9517,chr4,18420284,18890285,ENST00000652661.1_1,AC093898.1,lncRNA,0.949,0.11713099
3254_ID,chr4,113952442,113955707,ENST00000513645.2_3,AC093879.1,lncRNA,0.9221,chr4,113739208,114305377,ENST00000672955.1_3,ANK2,protein_coding,0.9897,0.162593152
3255_ID,chr4,113952442,113955707,ENST00000513645.2_3,AC093879.1,lncRNA,0.9221,chr4,113900745,113993118,ENST00000508959.1_3,ANK2-AS1,lncRNA,0.8543,0.555540569
3256_ID,chr4,147560412,147560495,ENST00000584185.1,AC093887.1,miRNA,NA,chr4,147560044,147563626,ENST00000281321.3_2,POU4F2,protein_coding,NA,NA
3257_ID,chr4,144931389,144933751,ENST00000652283.1_1,AC093890.2,lncRNA,0.8768,chr4,144917256,144940533,ENST00000502664.6_8,GYPB,protein_coding,1,0.026355703
3258_ID,chr4,144931389,144933751,ENST00000652283.1_1,AC093890.2,lncRNA,0.8768,chr4,144833483,145114063,ENST00000641741.2_2,AC107223.1,lncRNA,0.8693,0.269571432
3259_ID,chr4,150587208,150632301,ENST00000505781.1_1,AC093893.1,lncRNA,0.9617,chr4,150272860,150736995,ENST00000636793.2_6,IQCM,protein_coding,1,0.445782691
3260_ID,chr4,79109489,79109577,ENST00000408256.1,AC093897.1,miRNA,NA,chr4,78978476,79465423,ENST00000512123.4_2,FRAS1,protein_coding,NA,NA
3261_ID,chr2,237276202,237277745,ENST00000605740.1_1,AC093915.1,lncRNA,0.8575,chr2,237232789,237416178,ENST00000309507.9_3,IQCA1,protein_coding,0.9736,0.476808404
3262_ID,chr1,77811730,77815270,ENST00000436206.1_3,AC095030.1,lncRNA,0.9294,chr1,77747703,78025651,ENST00000354567.7_2,AK5,protein_coding,0.965,0.282998899
3263_ID,chr4,152061142,152062255,ENST00000603472.1_1,AC095055.1,lncRNA,0.8179,chr4,152041432,152246757,ENST00000604030.7_5,SH3D19,protein_coding,0.9137,-0.29194024
3264_ID,chr4,73188744,73196468,ENST00000503918.1_1,AC095056.1,lncRNA,1,chr4,73146685,73434938,ENST00000286657.10_5,ADAMTS3,protein_coding,0.7847,0.277011143
3265_ID,chr4,93754835,93759993,ENST00000502570.1_3,AC095059.1,lncRNA,0.922,chr4,93225116,94695717,ENST00000282020.9_3,GRID2,protein_coding,0.9551,0.545878251
3266_ID,chr4,160044784,160044836,ENST00000577188.1,AC095064.1,miRNA,NA,chr4,160024164,160281326,ENST00000644474.1_2,RAPGEF2,protein_coding,NA,NA
3267_ID,chr12,131143312,131153667,ENST00000591364.5_1,AC095350.1,lncRNA,0,chr12,130880721,131200826,ENST00000643940.1_4,RIMBP2,protein_coding,0.9361,NA
3268_ID,chr1,61549126,61549202,ENST00000584315.1,AC096534.1,miRNA,NA,chr1,61331003,61923683,ENST00000664495.1_1,NFIA,nonsense_mediated_decay,NA,NA
3269_ID,chr1,55258557,55260578,ENST00000450503.1_1,AC096536.1,lncRNA,0.9409,chr1,55245384,55266996,ENST00000371276.9_7,TTC22,protein_coding,0.9307,0.236513209
3270_ID,chr1,55340344,55349337,ENST00000658428.1_1,AC096536.3,lncRNA,0.8396,chr1,55315299,55352868,ENST00000371269.9_5,DHCR24,protein_coding,0.9475,0.473366879
3271_ID,chr1,48283737,48285909,ENST00000445070.1_1,AC096541.1,lncRNA,0.965,chr1,48226199,48463057,ENST00000606738.3_4,TRABD2B,protein_coding,0.9167,0.273738299
3272_ID,chr1,63715590,63717442,ENST00000449140.2_1,AC096543.2,lncRNA,0.7791,chr1,63624760,63782943,ENST00000656229.1_3,LINC00466,lncRNA,1,0.204065107
3273_ID,chr2,73715705,73715787,ENST00000408160.1,AC096546.1,miRNA,NA,chr2,73612963,73837043,ENST00000613296.6_5,ALMS1,protein_coding,NA,NA
3274_ID,chr2,12739112,12745271,ENST00000414086.1_1,AC096559.1,lncRNA,0.9715,chr2,12454442,12843039,ENST00000664018.1_1,MIR3681HG,lncRNA,0.7445,0.24022019
3275_ID,chr4,108857186,108862411,ENST00000512428.1_3,AC096564.1,lncRNA,0.7869,chr4,108852704,108874617,ENST00000332884.11_2,CYP2U1,protein_coding,0.5999,-0.244960339
3276_ID,chr4,108857186,108862411,ENST00000512428.1_3,AC096564.1,lncRNA,0.7869,chr4,108784823,108899955,ENST00000656249.1_3,CYP2U1-AS1,lncRNA,0.9358,0.260685569
3277_ID,chr4,21699072,21720649,ENST00000511835.1_1,AC096576.2,lncRNA,0.989,chr4,20730228,21950395,ENST00000382152.7_9,KCNIP4,protein_coding,0.9604,0.757807309
3278_ID,chr4,21583718,21615351,ENST00000505528.2_1,AC096576.3,lncRNA,0.9284,chr4,20730228,21950395,ENST00000382152.7_9,KCNIP4,protein_coding,0.9604,0.457194848
3279_ID,chr4,21522476,21525332,ENST00000668733.1_3,AC096576.7,lncRNA,0.9459,chr4,20730228,21950395,ENST00000382152.7_9,KCNIP4,protein_coding,0.9604,0.277398359
3280_ID,chr4,44706421,44706982,ENST00000610267.1_1,AC096586.1,lncRNA,0.8478,chr4,44684224,44713040,ENST00000609092.5_4,GNPDA2,protein_coding,0.9336,0.190390024
3281_ID,chr4,44695962,44696403,ENST00000610260.1_1,AC096586.2,lncRNA,0.7411,chr4,44680436,44702945,ENST00000281543.6_2,GUF1,protein_coding,0.605,0.114163614
3282_ID,chr4,44695962,44696403,ENST00000610260.1_1,AC096586.2,lncRNA,0.7411,chr4,44684224,44713040,ENST00000609092.5_4,GNPDA2,protein_coding,0.9336,-0.193771994
3283_ID,chr1,200113961,200114063,ENST00000408476.1,AC096633.1,miRNA,NA,chr1,199996837,200146543,ENST00000367362.8_4,NR5A2,protein_coding,NA,NA
3284_ID,chr2,176195100,176195200,ENST00000408420.1,AC096649.4,miRNA,NA,chr2,176122069,176327908,ENST00000438963.2_2,AC093459.1,lncRNA,NA,NA
3285_ID,chr4,186839293,186840614,ENST00000456728.1_1,AC096659.1,lncRNA,0.9298,chr4,186506597,186877522,ENST00000284776.11_4,SORBS2,protein_coding,0.9536,0.027003985
3286_ID,chr2,63922526,63922669,ENST00000408158.1,AC096664.3,miRNA,NA,chr2,63711737,64054977,ENST00000490935.5_3,WDPCP,processed_transcript,NA,NA
3287_ID,chr1,201433510,201434274,ENST00000430471.1_3,AC096677.2,lncRNA,0.9301,chr1,201433405,201438316,ENST00000367311.5_4,PHLDA3,protein_coding,0.9131,-0.421126548
3288_ID,chr18,66567017,66569492,ENST00000584226.4_3,AC096708.2,lncRNA,0.8724,chr18,66465316,66722426,ENST00000360242.9_3,CCDC102B,protein_coding,0.9463,0.102331494
3289_ID,chr18,66575284,66575836,ENST00000620563.1_1,AC096708.3,lncRNA,0.7566,chr18,66465316,66722426,ENST00000360242.9_3,CCDC102B,protein_coding,0.9463,0.166410081
3290_ID,chr4,132948329,132949589,ENST00000510967.1_3,AC096711.1,lncRNA,1,chr4,132899639,133266776,ENST00000652009.1_3,AC093916.1,lncRNA,0.886,0.081401033
3291_ID,chr4,66868998,66882510,ENST00000513540.1_1,AC096721.1,lncRNA,0.9762,chr4,66864563,67015730,ENST00000508572.1_1,AC116049.1,lncRNA,0.9452,0.325418796
3292_ID,chr4,124666077,124666828,ENST00000439565.1_3,AC096732.1,lncRNA,0.9824,chr4,124460605,124883737,ENST00000664622.1_1,LINC01091,lncRNA,0.9778,0.308704406
3293_ID,chr4,141633321,141637235,ENST00000503844.1_1,AC096733.1,lncRNA,0.9901,chr4,141541935,141677539,ENST00000442267.3_4,TBC1D9,protein_coding,0.5188,-0.381683197
3294_ID,chr4,170122944,170141500,ENST00000510225.1_1,AC096741.1,lncRNA,0.9657,chr4,170015409,170192107,ENST00000284637.14_4,SH3RF1,protein_coding,0.5274,0.360738354
3295_ID,chr2,80021395,80021507,ENST00000577381.1,AC096753.1,miRNA,NA,chr2,79412356,80875904,ENST00000466387.5_3,CTNNA2,protein_coding,NA,NA
3296_ID,chr4,76326404,76348232,ENST00000507739.5_1,AC096759.2,lncRNA,1,chr4,76286416,76359659,ENST00000510744.1_3,AC096759.1,lncRNA,0.9571,0.488752833
3297_ID,chr4,134978622,135006661,ENST00000651116.1_1,AC096763.1,lncRNA,0.9519,chr4,134947819,135248644,ENST00000658435.1_3,AC015631.1,lncRNA,1,0.720576692
3298_ID,chr2,208618595,208619159,ENST00000609146.1_1,AC096772.1,lncRNA,0.7518,chr2,208576363,208620898,ENST00000295414.8_4,CCNYL1,protein_coding,0.5648,0.679121371
3299_ID,chr1,77473428,77473500,ENST00000408793.2,AC096951.1,miRNA,NA,chr1,77333164,77533231,ENST00000477717.6_2,ST6GALNAC5,protein_coding,NA,NA
3300_ID,chr3,136556179,136557863,ENST00000609553.1_1,AC096992.2,lncRNA,0.7749,chr3,136537925,136574730,ENST00000393079.3_1,SLC35G2,protein_coding,0.8393,0.062271062
3301_ID,chr3,136556179,136557863,ENST00000609553.1_1,AC096992.2,lncRNA,0.7749,chr3,136554186,136580873,ENST00000661609.1_3,NCK1-DT,lncRNA,0.7892,0.304029304
3302_ID,chr1,94784034,94790125,ENST00000414039.1_3,AC097059.1,lncRNA,0.7169,chr1,94713425,94876592,ENST00000656153.1_3,ARHGAP29-AS1,lncRNA,0.9501,0.198314319
3303_ID,chr1,200284562,200285095,ENST00000608159.1_1,AC097065.2,lncRNA,0.9404,chr1,200222546,200343271,ENST00000636153.1_3,LINC00862,lncRNA,0.9049,-0.064276618
3304_ID,chr3,139185271,139185637,ENST00000512398.1_1,AC097103.1,lncRNA,0.973,chr3,139108641,139501541,ENST00000658348.1_1,AC046134.2,lncRNA,0.9606,-0.152622234
3305_ID,chr3,29052732,29052827,ENST00000459261.1,AC097361.1,miRNA,NA,chr3,28617665,30045525,ENST00000636680.2_3,RBMS3,protein_coding,NA,NA
3306_ID,chr3,29052732,29052827,ENST00000459261.1,AC097361.1,miRNA,NA,chr3,28390668,29809028,ENST00000635992.1_1,AC098650.1,nonsense_mediated_decay,NA,NA
3307_ID,chr4,152877142,152890533,ENST00000515329.1_1,AC097375.3,lncRNA,0.9213,chr4,152870489,152913077,ENST00000652265.1_3,AC097375.4,lncRNA,0.9125,0.278439483
3308_ID,chr4,8068254,8069451,ENST00000510640.1_1,AC097381.2,lncRNA,1,chr4,7967038,8160538,ENST00000361737.9_4,ABLIM2,protein_coding,0.9536,0.180866544
3309_ID,chr4,8024391,8024853,ENST00000608962.1_1,AC097381.3,lncRNA,0.9425,chr4,7967038,8160538,ENST00000361737.9_4,ABLIM2,protein_coding,0.9536,0.073534717
3310_ID,chr4,6997067,7000685,ENST00000441093.1_1,AC097382.1,lncRNA,0.8412,chr4,6911170,7034845,ENST00000448507.5_2,TBC1D14,protein_coding,0.7324,0.059573099
3311_ID,chr4,6987652,6988763,ENST00000664676.1_1,AC097382.3,lncRNA,0.6342,chr4,6911170,7034845,ENST00000448507.5_2,TBC1D14,protein_coding,0.7324,-0.084249084
3312_ID,chr2,152653201,152655202,ENST00000660385.1_1,AC097448.1,lncRNA,0.7362,chr2,152645591,152684955,ENST00000446896.7_3,ARL5A,nonsense_mediated_decay,0.7955,-0.15259339
3313_ID,chr4,152486874,152486961,ENST00000408730.1,AC097455.1,miRNA,NA,chr4,152330327,152591655,ENST00000435205.6_3,FAM160A1,protein_coding,NA,NA
3314_ID,chr4,101342811,101395618,ENST00000652064.1_1,AC097459.1,lncRNA,0.8789,chr4,101316497,101439179,ENST00000296420.9_5,EMCN,protein_coding,0.9106,0.714188569
3315_ID,chr4,156207313,156208288,ENST00000513660.2_3,AC097467.1,lncRNA,0.9654,chr4,156094867,156281450,ENST00000630664.2_5,AC097467.3,lncRNA,0,NA
3316_ID,chr4,90664942,90665456,ENST00000610572.1_1,AC097478.1,lncRNA,0.9827,chr4,90621495,90758461,ENST00000673902.1_2,SNCA,protein_coding,0.9736,0.33966197
3317_ID,chr4,90669433,90670305,ENST00000620420.1_1,AC097478.2,lncRNA,0.9755,chr4,90668952,90677004,ENST00000615968.1_2,AC097478.3,lncRNA,0.863,0.095211632
3318_ID,chr4,90669433,90670305,ENST00000620420.1_1,AC097478.2,lncRNA,0.9755,chr4,90621495,90758461,ENST00000673902.1_2,SNCA,protein_coding,0.9736,0.208457194
3319_ID,chr4,90668952,90677004,ENST00000615968.1_2,AC097478.3,lncRNA,0.863,chr4,90621495,90758461,ENST00000673902.1_2,SNCA,protein_coding,0.9736,0.351623076
3320_ID,chr4,90503657,90625741,ENST00000673949.1_2,AC097478.4,lncRNA,0.9554,chr4,90332110,90647798,ENST00000659878.1_1,AC093866.1,lncRNA,0.9899,0.018417501
3321_ID,chr4,9601951,9602051,ENST00000459267.2,AC097493.1,miRNA,NA,chr4,9569097,9693410,ENST00000653847.1_3,AC105916.1,lncRNA,NA,NA
3322_ID,chr4,20768430,20768995,ENST00000610199.1_1,AC097505.1,lncRNA,0.886,chr4,20730228,21950395,ENST00000382152.7_9,KCNIP4,protein_coding,0.9604,-0.184647597
3323_ID,chr2,34152450,34152539,ENST00000581297.1,AC097506.1,miRNA,NA,chr2,33931952,34522820,ENST00000366209.6_5,LINC01320,lncRNA,NA,NA
3324_ID,chr2,6789837,6791029,ENST00000671297.1_1,AC097517.1,lncRNA,0,chr2,6789228,6791236,ENST00000669249.1_3,MIR7515HG,lncRNA,0.9644,NA
3325_ID,chr4,178163692,178169927,ENST00000512516.1_3,AC097518.1,lncRNA,0.9766,chr4,177765646,178222312,ENST00000656694.1_3,AC097518.2,lncRNA,0.8729,0.141405374
3326_ID,chr4,176711457,176733340,ENST00000514864.1_1,AC097537.1,lncRNA,0.9486,chr4,176554084,176923483,ENST00000280187.11_3,GPM6A,protein_coding,0.9238,0.444603615
3327_ID,chr3,71634093,71636560,ENST00000604491.1_1,AC097634.1,lncRNA,0.8018,chr3,71008376,71803380,ENST00000647725.1_4,AC097634.4,protein_coding,0.991,-0.155005894
3328_ID,chr3,71634093,71636560,ENST00000604491.1_1,AC097634.1,lncRNA,0.8018,chr3,71630871,71677709,ENST00000613067.1_1,AC097634.3,lncRNA,0.8183,0.290028561
3329_ID,chr3,71617013,71620263,ENST00000615819.1_1,AC097634.2,lncRNA,0.9955,chr3,71008376,71803380,ENST00000647725.1_4,AC097634.4,protein_coding,0.991,-0.099721031
3330_ID,chr3,71617013,71620263,ENST00000615819.1_1,AC097634.2,lncRNA,0.9955,chr3,71003865,71633140,ENST00000615603.4_5,FOXP1,protein_coding,0.8812,0.562565019
3331_ID,chr3,71630871,71677709,ENST00000613067.1_1,AC097634.3,lncRNA,0.8183,chr3,71008376,71803380,ENST00000647725.1_4,AC097634.4,protein_coding,0.991,-0.17891067
3332_ID,chr17,71199106,71199570,ENST00000613523.1_1,AC097641.2,lncRNA,0.6886,chr17,71188770,71204642,ENST00000618996.4_2,COG1,protein_coding,0.9151,-0.141447399
3333_ID,chr4,32006697,32024105,ENST00000652083.2_4,AC097654.1,lncRNA,0.8231,chr4,31999006,32230165,ENST00000655951.1_1,LINC02506,lncRNA,1,0.080119047
3334_ID,chr4,144272667,144276947,ENST00000666597.1_3,AC097658.3,lncRNA,0.9037,chr4,144257914,144395721,ENST00000262995.8_1,GAB1,protein_coding,0.6955,-0.131416301
3335_ID,chr2,29033146,29033572,ENST00000609581.1_1,AC097724.1,lncRNA,0.8321,chr2,29005382,29063667,ENST00000462832.5_1,SPDYA,processed_transcript,0.9668,0.048417538
3336_ID,chr1,43241483,43242461,ENST00000447572.1_3,AC098484.1,lncRNA,0.9201,chr1,43232962,43260164,ENST00000464081.1_2,AC098484.3,nonsense_mediated_decay,0.9403,0.029026217
3337_ID,chr1,43241483,43242461,ENST00000447572.1_3,AC098484.1,lncRNA,0.9201,chr1,43232919,43245162,ENST00000372525.7_3,C1orf50,protein_coding,0.5393,-0.283523259
3338_ID,chr1,43144405,43147330,ENST00000414339.2_1,AC098484.2,lncRNA,0.764,chr1,43124357,43147831,ENST00000649886.1_3,AC098484.4,lncRNA,0.9612,0.204524849
3339_ID,chr4,159120256,159121594,ENST00000513067.1_3,AC098679.1,lncRNA,0.9809,chr4,159091903,159124029,ENST00000503611.5_1,FAM198B-AS1,lncRNA,0.7812,0.143803176
3340_ID,chr4,159099319,159103958,ENST00000654308.1_3,AC098679.5,lncRNA,0.9268,chr4,159091903,159124029,ENST00000503611.5_1,FAM198B-AS1,lncRNA,0.7812,0.32883095
3341_ID,chr4,111433643,111440661,ENST00000503998.1_3,AC098798.1,lncRNA,0.832,chr4,111397310,111486441,ENST00000265162.10_2,ENPEP,protein_coding,0.9298,0.464256586
3342_ID,chr2,217347754,217351919,ENST00000414135.1_3,AC098820.1,lncRNA,0.6986,chr2,217343752,217363484,ENST00000453157.1_3,RPL37A-DT,lncRNA,0.7031,0.104587218
3343_ID,chr4,13660250,13660337,ENST00000516283.1,AC098830.1,miRNA,NA,chr4,13655997,14005366,ENST00000669061.1_1,LINC01182,lncRNA,NA,NA
3344_ID,chr17,16691561,16692548,ENST00000578710.1_3,AC098850.1,lncRNA,0.9259,chr17,16593574,16707767,ENST00000448331.7_2,AC098850.3,nonsense_mediated_decay,0.9082,0.383345876
3345_ID,chr17,16691561,16692548,ENST00000578710.1_3,AC098850.1,lncRNA,0.9259,chr17,16691370,16719854,ENST00000602730.1_1,AC098850.4,lncRNA,0.9797,0.231995863
3346_ID,chr7,76875656,76887440,ENST00000476561.2_3,AC098851.1,lncRNA,0.8328,chr7,76751931,76924521,ENST00000285871.5_5,CCDC146,protein_coding,0.8216,0.616659351
3347_ID,chr4,40465732,40465820,ENST00000408195.2,AC098869.1,miRNA,NA,chr4,40425296,40631881,ENST00000295971.12_6,RBM47,protein_coding,NA,NA
3348_ID,chr4,40428135,40429602,ENST00000514187.1_1,AC098869.2,lncRNA,0.9417,chr4,40425296,40631881,ENST00000295971.12_6,RBM47,protein_coding,0.9484,0.370017315
3349_ID,chr4,86831630,86831696,ENST00000584475.1,AC098870.1,miRNA,NA,chr4,86396302,86923819,ENST00000395184.6_2,ARHGAP24,protein_coding,NA,NA
3350_ID,chr3,66844464,66847345,ENST00000648920.1_1,AC098969.1,lncRNA,0.8473,chr3,66830499,66874863,ENST00000661256.1_3,AC098969.2,lncRNA,0.7604,0.363886695
3351_ID,chr3,51702607,51705192,ENST00000666727.1_3,AC099050.1,lncRNA,0.9677,chr3,51696708,51718483,ENST00000419358.5_4,TEX264,protein_coding,0.9214,0.081700883
3352_ID,chr1,225898669,225923976,ENST00000428148.1_3,AC099066.1,lncRNA,0.8844,chr1,225888305,225939950,ENST00000448264.2_2,AC099066.2,lncRNA,1,0.359361439
3353_ID,chr16,80770256,80776202,ENST00000568437.1_1,AC099313.1,lncRNA,1,chr16,80631803,80838495,ENST00000570137.7_5,CDYL2,protein_coding,0.8356,0.226610886
3354_ID,chr16,68848232,68857429,ENST00000563916.1_3,AC099314.1,lncRNA,NA,chr16,68771194,68869444,ENST00000611625.4_3,CDH1,protein_coding,NA,NA
3355_ID,chr3,69969275,69969361,ENST00000583591.1,AC099326.1,miRNA,NA,chr3,69788614,70017483,ENST00000352241.9_3,MITF,protein_coding,NA,NA
